ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,content
0425192725,Q Is for Quarry,Sue Grafton,2003.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg,Q Is for Quarry Sue Grafton Berkley Publishing Group
0375412530,Back When We Were Grownups: A Novel,ANNE TYLER,2001.0,Knopf,http://images.amazon.com/images/P/0375412530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412530.01.LZZZZZZZ.jpg,Back When We Were Grownups: A Novel ANNE TYLER Knopf
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg,Full Tilt (Janet Evanovich's Full Series) Janet Evanovich St. Martin's Paperbacks
0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001.0,Ballantine Books,http://images.amazon.com/images/P/0345435168.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435168.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435168.01.LZZZZZZZ.jpg,Open House (Oprah's Book Club (Paperback)) Elizabeth Berg Ballantine Books
0380730847,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,2002.0,Avon,http://images.amazon.com/images/P/0380730847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730847.01.LZZZZZZZ.jpg,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)) Faye Kellerman Avon
0440221595,The Glass Lake,Maeve Binchy,1996.0,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg,The Glass Lake Maeve Binchy Dell
0440222656,The Horse Whisperer,Nicholas Evans,1996.0,Dell,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg,The Horse Whisperer Nicholas Evans Dell
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000.0,Penguin Books,http://images.amazon.com/images/P/014029628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.LZZZZZZZ.jpg,Girl in Hyacinth Blue Susan Vreeland Penguin Books
0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001.0,Jove Books,http://images.amazon.com/images/P/0515121843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515121843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515121843.01.LZZZZZZZ.jpg,Sea Swept (Quinn Brothers (Paperback)) Nora Roberts Jove Books
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998.0,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion Anita Shreve Back Bay Books
0743436210,Hearts in Atlantis,Stephen King,2001.0,Pocket,http://images.amazon.com/images/P/0743436210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg,Hearts in Atlantis Stephen King Pocket
0440236738,Gone for Good,HARLAN COBEN,2003.0,Dell,http://images.amazon.com/images/P/0440236738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.LZZZZZZZ.jpg,Gone for Good HARLAN COBEN Dell
0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993.0,Ivy Books,http://images.amazon.com/images/P/0804105820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.LZZZZZZZ.jpg,It Was on Fire When I Lay Down on It Robert Fulghum Ivy Books
0446604844,Total Control,David Baldacci,1997.0,Warner Books,http://images.amazon.com/images/P/0446604844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg,Total Control David Baldacci Warner Books
0553582526,Dust to Dust,TAMI HOAG,2002.0,Bantam,http://images.amazon.com/images/P/0553582526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg,Dust to Dust TAMI HOAG Bantam
0141000198,Bridget Jones's Diary,Helen Fielding,2001.0,Penguin Putnam,http://images.amazon.com/images/P/0141000198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141000198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141000198.01.LZZZZZZZ.jpg,Bridget Jones's Diary Helen Fielding Penguin Putnam
0446365386,Gone with the Wind,Margaret Mitchell,1993.0,Warner Books,http://images.amazon.com/images/P/0446365386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365386.01.LZZZZZZZ.jpg,Gone with the Wind Margaret Mitchell Warner Books
0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998.0,Bantam,http://images.amazon.com/images/P/0553572326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572326.01.LZZZZZZZ.jpg,Survival of the Fittest: An Alex Delaware Novel Jonathan Kellerman Bantam
0425172546,Southern Cross,Patricia Daniels Cornwell,1999.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425172546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425172546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425172546.01.LZZZZZZZ.jpg,Southern Cross Patricia Daniels Cornwell Berkley Publishing Group
0743235150,Everything's Eventual : 14 Dark Tales,Stephen King,2002.0,Scribner,http://images.amazon.com/images/P/0743235150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743235150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743235150.01.LZZZZZZZ.jpg,Everything's Eventual : 14 Dark Tales Stephen King Scribner
0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993.0,Penguin Books,http://images.amazon.com/images/P/0140177396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140177396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140177396.01.LZZZZZZZ.jpg,Of Mice and Men (Penguin Great Books of the 20th Century) John Steinbeck Penguin Books
0451186923,The Deep End of the Ocean,Jacquelyn Mitchard,1997.0,New Amer Library,http://images.amazon.com/images/P/0451186923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.LZZZZZZZ.jpg,The Deep End of the Ocean Jacquelyn Mitchard New Amer Library
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986.0,Bantam,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)) Sue Grafton Bantam
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987.0,Bantam,http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)) Sue Grafton Bantam
0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994.0,Pocket,http://images.amazon.com/images/P/0671894455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg,FORREST GUMP (Movie Tie in) Winston Groom Pocket
0451186362,Rose Madder,Stephen King,2004.0,Signet Book,http://images.amazon.com/images/P/0451186362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg,Rose Madder Stephen King Signet Book
0446607657,When the Wind Blows,James Patterson,1999.0,Warner Vision,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg,When the Wind Blows James Patterson Warner Vision
0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995.0,Ace Books,http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg,Neuromancer (Remembering Tomorrow) William Gibson Ace Books
0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)) Tom Clancy Berkley Publishing Group
0380820293,Last Chance Saloon,Marian Keyes,2002.0,Avon,http://images.amazon.com/images/P/0380820293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380820293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380820293.01.LZZZZZZZ.jpg,Last Chance Saloon Marian Keyes Avon
0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg,Seven Up (A Stephanie Plum Novel) Janet Evanovich St. Martin's Paperbacks
0440217563,Voyager,DIANA GABALDON,1994.0,Dell,http://images.amazon.com/images/P/0440217563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217563.01.LZZZZZZZ.jpg,Voyager DIANA GABALDON Dell
0446611778,Last Man Standing,David Baldacci,2002.0,Warner Vision,http://images.amazon.com/images/P/0446611778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611778.01.LZZZZZZZ.jpg,Last Man Standing David Baldacci Warner Vision
014023313X,The Stone Diaries,Carol Shields,1995.0,Penguin Books,http://images.amazon.com/images/P/014023313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg,The Stone Diaries Carol Shields Penguin Books
0375506039,Open House,Elizabeth Berg,2000.0,Random House Trade,http://images.amazon.com/images/P/0375506039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375506039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375506039.01.LZZZZZZZ.jpg,Open House Elizabeth Berg Random House Trade
0441172717,Dune (Remembering Tomorrow),Frank Herbert,1996.0,ACE Charter,http://images.amazon.com/images/P/0441172717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441172717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441172717.01.LZZZZZZZ.jpg,Dune (Remembering Tomorrow) Frank Herbert ACE Charter
0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998.0,Bantam,http://images.amazon.com/images/P/0553571885.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg,A Thin Dark Line (Mysteries &amp; Horror) TAMI HOAG Bantam
014034294X,Matilda,Roald Dahl,1990.0,Puffin Books,http://images.amazon.com/images/P/014034294X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014034294X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014034294X.01.LZZZZZZZ.jpg,Matilda Roald Dahl Puffin Books
0553576801,The Perfect Husband,LISA GARDNER,1997.0,Bantam,http://images.amazon.com/images/P/0553576801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576801.01.LZZZZZZZ.jpg,The Perfect Husband LISA GARDNER Bantam
0373484410,Time And Again,Nora Roberts,2001.0,Silhouette,http://images.amazon.com/images/P/0373484410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484410.01.LZZZZZZZ.jpg,Time And Again Nora Roberts Silhouette
0553578022,The Face of Deception,Iris Johansen,1999.0,Bantam Books,http://images.amazon.com/images/P/0553578022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.LZZZZZZZ.jpg,The Face of Deception Iris Johansen Bantam Books
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991.0,Fawcett Books,http://images.amazon.com/images/P/0449219364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219364.01.LZZZZZZZ.jpg,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)) Sue Grafton Fawcett Books
0743227441,The Other Boleyn Girl,Philippa Gregory,2002.0,Touchstone,http://images.amazon.com/images/P/0743227441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743227441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743227441.01.LZZZZZZZ.jpg,The Other Boleyn Girl Philippa Gregory Touchstone
0345433491,Hanna's Daughters (Ballantine Reader's Circle),Marianne Fredriksson,1999.0,Ballantine Books,http://images.amazon.com/images/P/0345433491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345433491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345433491.01.LZZZZZZZ.jpg,Hanna's Daughters (Ballantine Reader's Circle) Marianne Fredriksson Ballantine Books
1558743316,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994.0,Health Communications,http://images.amazon.com/images/P/1558743316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558743316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558743316.01.LZZZZZZZ.jpg,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)) Jack Canfield Health Communications
0553275976,The Bonfire of the Vanities,Tom Wolfe,1988.0,Bantam Books,http://images.amazon.com/images/P/0553275976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg,The Bonfire of the Vanities Tom Wolfe Bantam Books
0553582127,The Search,Iris Johansen,2001.0,Bantam Books,http://images.amazon.com/images/P/0553582127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582127.01.LZZZZZZZ.jpg,The Search Iris Johansen Bantam Books
0553578308,Tough Cookie,Diane Mott Davidson,2001.0,Bantam Books,http://images.amazon.com/images/P/0553578308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578308.01.LZZZZZZZ.jpg,Tough Cookie Diane Mott Davidson Bantam Books
0452284449,The Virgin Blue,Tracy Chevalier,2003.0,Plume Books,http://images.amazon.com/images/P/0452284449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg,The Virgin Blue Tracy Chevalier Plume Books
0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002.0,Warner Forever,http://images.amazon.com/images/P/0446610542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.LZZZZZZZ.jpg,The Bachelor (Warner Books Contemporary Romance) Carly Phillips Warner Forever
0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004.0,Signet Book,http://images.amazon.com/images/P/0451188454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.LZZZZZZZ.jpg,The Bone Collector (Lincoln Rhyme Novels (Paperback)) Jeff Deaver Signet Book
0679721886,The Woman Warrior : Memoirs of a Girlhood Among Ghosts,MAXINE HONG KINGSTON,1989.0,Vintage,http://images.amazon.com/images/P/0679721886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679721886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679721886.01.LZZZZZZZ.jpg,The Woman Warrior : Memoirs of a Girlhood Among Ghosts MAXINE HONG KINGSTON Vintage
0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312986343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312986343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312986343.01.LZZZZZZZ.jpg,Visions of Sugar Plums: A Stephanie Plum Holiday Novel Janet Evanovich St. Martin's Paperbacks
0451170385,Four Past Midnight,Stephen King,2001.0,Signet Book,http://images.amazon.com/images/P/0451170385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170385.01.LZZZZZZZ.jpg,Four Past Midnight Stephen King Signet Book
0671727583,Smart Women,Judy Blume,1990.0,Pocket Books,http://images.amazon.com/images/P/0671727583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671727583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671727583.01.LZZZZZZZ.jpg,Smart Women Judy Blume Pocket Books
0440212561,Outlander,DIANA GABALDON,1992.0,Dell,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg,Outlander DIANA GABALDON Dell
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995.0,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,The Great Gatsby F. Scott Fitzgerald Scribner
042510107X,Red Storm Rising,Tom Clancy,1997.0,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.LZZZZZZZ.jpg,Red Storm Rising Tom Clancy Berkley Publishing Group
043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001.0,Scholastic,http://images.amazon.com/images/P/043936213X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043936213X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043936213X.01.LZZZZZZZ.jpg,Harry Potter and the Sorcerer's Stone (Book 1) J. K. Rowling Scholastic
0553573136,Couplehood,PAUL REISER,1995.0,Bantam,http://images.amazon.com/images/P/0553573136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg,Couplehood PAUL REISER Bantam
0446603716,Hide &amp; Seek,James Patterson,1996.0,Warner Books,http://images.amazon.com/images/P/0446603716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg,Hide &amp; Seek James Patterson Warner Books
0671880314,Schindler's List,Thomas Keneally,1993.0,Touchstone,http://images.amazon.com/images/P/0671880314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.LZZZZZZZ.jpg,Schindler's List Thomas Keneally Touchstone
038550120X,A Painted House,JOHN GRISHAM,2001.0,Doubleday,http://images.amazon.com/images/P/038550120X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038550120X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038550120X.01.LZZZZZZZ.jpg,A Painted House JOHN GRISHAM Doubleday
0385502532,Drowning Ruth,Christina Schwarz,2000.0,Doubleday,http://images.amazon.com/images/P/0385502532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg,Drowning Ruth Christina Schwarz Doubleday
0553263226,The Bourne Supremacy,Robert Ludlum,1987.0,Bantam,http://images.amazon.com/images/P/0553263226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553263226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553263226.01.LZZZZZZZ.jpg,The Bourne Supremacy Robert Ludlum Bantam
042518109X,Whispers,Dean R. Koontz,2001.0,Berkley Publishing Group,http://images.amazon.com/images/P/042518109X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518109X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518109X.01.LZZZZZZZ.jpg,Whispers Dean R. Koontz Berkley Publishing Group
0679433740,Paradise,Toni Morrison,1998.0,Alfred A. Knopf,http://images.amazon.com/images/P/0679433740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.LZZZZZZZ.jpg,Paradise Toni Morrison Alfred A. Knopf
0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997.0,Vintage Books,http://images.amazon.com/images/P/0375703063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.LZZZZZZZ.jpg,A Virtuous Woman (Oprah's Book Club (Paperback)) Kaye Gibbons Vintage Books
0679736042,Toujours Provence (Vintage Departures),Peter Mayle,1992.0,Vintage Books USA,http://images.amazon.com/images/P/0679736042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679736042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679736042.01.LZZZZZZZ.jpg,Toujours Provence (Vintage Departures) Peter Mayle Vintage Books USA
0156005891,Eden Close,Anita Shreve,1998.0,Harvest Books,http://images.amazon.com/images/P/0156005891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156005891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156005891.01.LZZZZZZZ.jpg,Eden Close Anita Shreve Harvest Books
0446360589,The Burden of Proof,Scott Turow,1991.0,Warner Books,http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg,The Burden of Proof Scott Turow Warner Books
0385306024,Accident,Danielle Steel,1994.0,Delacorte Press,http://images.amazon.com/images/P/0385306024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385306024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385306024.01.LZZZZZZZ.jpg,Accident Danielle Steel Delacorte Press
0553580221,False Memory,Dean R. Koontz,2000.0,Bantam Books,http://images.amazon.com/images/P/0553580221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.LZZZZZZZ.jpg,False Memory Dean R. Koontz Bantam Books
0312958129,Coming Home,Rosamunde Pilcher,1996.0,St. Martin's Press,http://images.amazon.com/images/P/0312958129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312958129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312958129.01.LZZZZZZZ.jpg,Coming Home Rosamunde Pilcher St. Martin's Press
0373250207,Fishbowl (Red Dress Ink (Paperback)),Sarah Mlynowski,2002.0,Red Dress Ink,http://images.amazon.com/images/P/0373250207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250207.01.LZZZZZZZ.jpg,Fishbowl (Red Dress Ink (Paperback)) Sarah Mlynowski Red Dress Ink
0312306326,Visions of Sugar Plums,Janet Evanovich,2002.0,St. Martin's Press,http://images.amazon.com/images/P/0312306326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312306326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312306326.01.LZZZZZZZ.jpg,Visions of Sugar Plums Janet Evanovich St. Martin's Press
0451169522,Misery,Stephen King,2004.0,Penguin USA (Paper),http://images.amazon.com/images/P/0451169522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.LZZZZZZZ.jpg,Misery Stephen King Penguin USA (Paper)
044022103X,One True Thing,Anna Quindlen,1995.0,Dell,http://images.amazon.com/images/P/044022103X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022103X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022103X.01.LZZZZZZZ.jpg,One True Thing Anna Quindlen Dell
0553581554,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000.0,Bantam Books,http://images.amazon.com/images/P/0553581554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg,The Killing Game: Only One Can Win...and the Loser Dies Iris Johansen Bantam Books
0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004.0,Signet Book,http://images.amazon.com/images/P/0451180232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.LZZZZZZZ.jpg,Nightmares &amp; Dreamscapes Stephen King Signet Book
0451137965,Thinner,Stephen King,1985.0,New Amer Library,http://images.amazon.com/images/P/0451137965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.LZZZZZZZ.jpg,Thinner Stephen King New Amer Library
